SAP Invoice No,Billing Item,Date,Invoice creation time,Customer Number,Customer Name,Product Code,Material Discription,Quantity,Unit of Measure,No. of Boxes,Billing Type,Plant,Plant State,Cust. Reg,Customer GST No,Billing Type,HSN/SAC Code,Invoice Value,Transporter Name,LR No,Shipping Bill No,Truck No.,Delivery,Plant Name,Customer Location,Customer Pincode,Transporter Name,Transporter ID,Transporter (LR) Document Number,Transporter (LR) Document Date,Distance (KM),Vehical Number,Vehicle Type,EWB Number,EWB Date,Month, Length O.D.in mm , Breadth O.D.in mm , Height O.D.in mm ,Volume,TotalVol
3172542196,10,11/24/2018,11.15.26 AM,3731311,DHARTIDHAN,54147,65A,-426,KG,71,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-10,73,528.44",,,,,8853823195,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,11,397,352,355,0.04960912,3.52224752
3172542182,10,11/24/2018,11.02.12 AM,3731311,DHARTIDHAN,54144,141A,-162,KG,27,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-4,25,258.36",,,,,8853823265,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,11,585,405,285,0.067523625,1.823137875
3172542202,10,11/24/2018,11.19.26 AM,3731311,DHARTIDHAN,54147,65A,"-1,164.00",KG,194,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-29,33,303.04",,,,,8853823179,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,11,397,352,355,0.04960912,9.62416928
3172542199,10,11/24/2018,11.17.27 AM,3731311,DHARTIDHAN,54147,65A,-258,KG,43,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-6,50,165.10",,,,,8853823185,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,11,397,352,355,0.04960912,2.13319216
3172545179,10,12-01-2018,11.01.26 AM,3731311,DHARTIDHAN,54147,65A,-114,KG,19,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-2,87,282.26",,,,,8853823190,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,12,397,352,355,0.04960912,0.94257328
3172547762,10,12/18/2018,5.39.58 AM,3731311,DHARTIDHAN,54144,141A,-6,KG,1,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-15,750.30",,,,,8853823265,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,12,585,405,285,0.067523625,0.067523625
3172550173,10,12/25/2018,10.09.22 AM,3731311,DHARTIDHAN,57585,21A,-192,L,24,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-17,86,366.70",,,,,8853823409,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,12,532,272,295,0.04268768,1.02450432
3172550308,10,12/25/2018,11.18.54 AM,3731311,DHARTIDHAN,54144,141A,-276,KG,46,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-7,06,401.38",,,,,8853855953,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,12,585,405,285,0.067523625,3.10608675
3172550174,10,12/25/2018,10.10.32 AM,3731311,DHARTIDHAN,55712,10A,-60,L,6,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-1,36,755.86",,,,,8853820436,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,12,392,317,225,0.0279594,0.1677564
3172550174,20,12/25/2018,10.10.32 AM,3731311,DHARTIDHAN,55714,11A,-480,L,60,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-11,32,069.34",,,,,8853820436,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,12,357,287,355,0.036372945,2.1823767
3172550292,10,12/25/2018,11.08.48 AM,3731311,DHARTIDHAN,54147,65A,-282,KG,47,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-6,92,879.45",,,,,8853863125,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,12,397,352,355,0.04960912,2.33162864
3172550302,10,12/25/2018,11.15.41 AM,3731311,DHARTIDHAN,54147,65A,-30,KG,5,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-75,600.60",,,,,8853823185,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,12,397,352,355,0.04960912,0.2480456
3172550310,10,12/25/2018,11.20.18 AM,3731311,DHARTIDHAN,54144,141A,-12,KG,2,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-31,500.62",,,,,8853823265,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,12,585,405,285,0.067523625,0.13504725
3172550201,10,12/25/2018,10.21.18 AM,3731311,DHARTIDHAN,55712,10A,-60,L,6,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-1,36,755.86",,,,,8853766249,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,12,392,317,225,0.0279594,0.1677564
3172550200,10,12/25/2018,10.20.35 AM,3731311,DHARTIDHAN,55710,9A,-200,L,20,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-4,40,010.20",,,,,8853787291,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,12,467,195,285,0.025953525,0.5190705
3172550312,10,12/25/2018,11.21.27 AM,3731311,DHARTIDHAN,54144,141A,-12,KG,2,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-31,500.62",,,,,8853823241,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,12,585,405,285,0.067523625,0.13504725
3172550183,10,12/25/2018,10.12.55 AM,3731311,DHARTIDHAN,55714,11A,-32,L,4,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-75,471.28",,,,,8853766249,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,12,357,287,355,0.036372945,0.14549178
3172550187,10,12/25/2018,10.13.41 AM,3731311,DHARTIDHAN,55714,11A,-80,L,10,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-1,88,678.22",,,,,8853768004,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,12,357,287,355,0.036372945,0.36372945
3172550189,10,12/25/2018,10.15.25 AM,3731311,DHARTIDHAN,55714,11A,-288,L,36,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-6,79,241.60",,,,,8853787291,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,12,357,287,355,0.036372945,1.30942602
3172550305,10,12/25/2018,11.16.58 AM,3731311,DHARTIDHAN,54147,65A,-6,KG,1,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-15,120.12",,,,,8853823195,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,12,397,352,355,0.04960912,0.04960912
3172607171,20,8/23/2019,1.05.00 PM,3731311,DHARTIDHAN,55712,10A,-350,L,35,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-8,35,906.72",,,,,8840257721,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,8,392,317,225,0.0279594,0.978579
3172607171,10,8/23/2019,1.05.00 PM,3731311,DHARTIDHAN,55714,11A,-576,L,72,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-14,23,471.77",,,,,8840257721,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,8,357,287,355,0.036372945,2.61885204
3172607172,10,8/23/2019,1.08.06 PM,3731311,DHARTIDHAN,55717,8A,-80,L,10,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-2,06,070.83",,,,,8840257722,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,8,532,272,295,0.04268768,0.4268768
3172607178,10,8/23/2019,1.13.15 PM,3731311,DHARTIDHAN,54147,65A,-600,KG,100,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-14,79,819.68",,,,,8840257724,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,8,397,352,355,0.04960912,4.960912
3172607178,10,8/23/2019,1.13.15 PM,3731311,DHARTIDHAN,54147,65A,0,KG,0,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,0,,,,,8840257724,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,8,397,352,355,0.04960912,0
3172607178,10,8/23/2019,1.13.15 PM,3731311,DHARTIDHAN,54147,65A,0,KG,0,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,0,,,,,8840257724,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,8,397,352,355,0.04960912,0
3172607178,10,8/23/2019,1.13.15 PM,3731311,DHARTIDHAN,54147,65A,0,KG,0,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,0,,,,,8840257724,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,8,397,352,355,0.04960912,0
3172607183,10,8/23/2019,1.16.44 PM,3731311,DHARTIDHAN,54144,141A,-300,KG,50,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-7,70,746.92",,,,,8840257725,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,8,585,405,285,0.067523625,3.37618125
3172607183,10,8/23/2019,1.16.44 PM,3731311,DHARTIDHAN,54144,141A,0,KG,0,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,0,,,,,8840257725,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,8,585,405,285,0.067523625,0
3172607183,10,8/23/2019,1.16.44 PM,3731311,DHARTIDHAN,54144,141A,0,KG,0,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,0,,,,,8840257725,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,8,585,405,285,0.067523625,0
3172607183,10,8/23/2019,1.16.44 PM,3731311,DHARTIDHAN,54144,141A,0,KG,0,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,0,,,,,8840257725,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,8,585,405,285,0.067523625,0
3172607199,10,8/23/2019,1.36.45 PM,3731311,DHARTIDHAN,54146,157A,-100,KG,25,ZY61,4704,Maharashtra Central,MH,27AAVPJ7898N2Z9,Return credit note,38089199,"-2,67,664.78",,,,,8840257727,Syngenta India Ltd - Akola,JALGAON,425001,,,,,0,,,,,8,457,347,270,0.04281633,1.07040825
3172471243,10,1/29/2018,11.17.03 AM,3715706,PRAGAT SHETKARI KENDRA,54144,141A,-6,KG,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-15,364.12",,,,,8853543211,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,585,405,285,0.067523625,0.067523625
3172471262,10,1/29/2018,11.31.01 AM,3715706,PRAGAT SHETKARI KENDRA,54147,65A,-12,KG,2,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-29,627.72",,,,,8853553697,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,397,352,355,0.04960912,0.09921824
3172471248,10,1/29/2018,11.20.35 AM,3715706,PRAGAT SHETKARI KENDRA,54144,141A,-12,KG,2,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-30,728.24",,,,,8853549345,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,585,405,285,0.067523625,0.13504725
3172471245,10,1/29/2018,11.18.14 AM,3715706,PRAGAT SHETKARI KENDRA,60916,148A,-60,KG,15,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-3,76,739.66",,,,,8853542716,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,437,352,215,0.03307216,0.4960824
3172471255,10,1/29/2018,11.25.49 AM,3715706,PRAGAT SHETKARI KENDRA,54144,141A,-30,KG,5,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-76,820.60",,,,,8853550383,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,585,405,285,0.067523625,0.337618125
3172471286,10,1/29/2018,11.38.00 AM,3715706,PRAGAT SHETKARI KENDRA,60916,148A,-152,KG,38,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-6,98,422.10",,,,,8853601788,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,437,352,215,0.03307216,1.25674208
3172471239,10,1/29/2018,11.14.39 AM,3715706,PRAGAT SHETKARI KENDRA,54147,65A,-24,KG,4,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-59,255.43",,,,,8853538883,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,397,352,355,0.04960912,0.19843648
3172471272,10,1/29/2018,11.33.29 AM,3715706,PRAGAT SHETKARI KENDRA,57587,23A,-48,L,6,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-4,22,857.06",,,,,8853570031,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,357,287,355,0.036372945,0.21823767
3172471265,10,1/29/2018,11.32.16 AM,3715706,PRAGAT SHETKARI KENDRA,54144,141A,-12,KG,2,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-30,728.24",,,,,8853553866,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,585,405,285,0.067523625,0.13504725
3172471286,20,1/29/2018,11.38.00 AM,3715706,PRAGAT SHETKARI KENDRA,55120,190A,-108,KG,27,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-4,81,359.37",,,,,8853601788,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,477,282,225,0.03026565,0.81717255
3172471289,10,1/29/2018,11.39.55 AM,3715706,PRAGAT SHETKARI KENDRA,54144,141A,-78,KG,13,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-1,97,280.31",,,,,8853603926,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,585,405,285,0.067523625,0.877807125
3172471251,10,1/29/2018,11.23.27 AM,3715706,PRAGAT SHETKARI KENDRA,54144,141A,-12,KG,2,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-30,728.24",,,,,8853549351,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,585,405,285,0.067523625,0.13504725
3172471252,10,1/29/2018,11.24.39 AM,3715706,PRAGAT SHETKARI KENDRA,60915,178A,-16,KG,8,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-1,03,759.99",,,,,8853548601,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,432,432,150,0.0279936,0.2239488
3172471242,10,1/29/2018,11.15.43 AM,3715706,PRAGAT SHETKARI KENDRA,55120,190A,-96,KG,24,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-5,82,964.96",,,,,8853540663,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,477,282,225,0.03026565,0.7263756
3172471258,10,1/29/2018,11.27.02 AM,3715706,PRAGAT SHETKARI KENDRA,54147,65A,-18,KG,3,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-44,441.57",,,,,8853553693,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,397,352,355,0.04960912,0.14882736
3172471292,10,1/29/2018,11.41.43 AM,3715706,PRAGAT SHETKARI KENDRA,54144,141A,-18,KG,3,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-46,092.36",,,,,8853584869,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,585,405,285,0.067523625,0.202570875
3172471247,10,1/29/2018,11.19.24 AM,3715706,PRAGAT SHETKARI KENDRA,54147,65A,-6,KG,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-14,813.86",,,,,8853549329,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,397,352,355,0.04960912,0.04960912
3172471282,10,1/29/2018,11.35.13 AM,3715706,PRAGAT SHETKARI KENDRA,54147,65A,-18,KG,3,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-44,441.57",,,,,8853584871,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,397,352,355,0.04960912,0.14882736
3172471440,10,1/30/2018,6.21.26 AM,3715706,PRAGAT SHETKARI KENDRA,57585,21A,-16,L,2,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-1,44,749.59",,,,,8853518249,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,532,272,295,0.04268768,0.08537536
3172471443,10,1/30/2018,6.22.41 AM,3715706,PRAGAT SHETKARI KENDRA,57587,23A,-104,L,13,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-9,14,008.17",,,,,8853517627,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,357,287,355,0.036372945,0.472848285
3172471468,10,1/30/2018,6.25.32 AM,3715706,PRAGAT SHETKARI KENDRA,54144,141A,-54,KG,9,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-1,53,955.23",,,,,8853523139,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,585,405,285,0.067523625,0.607712625
3172471437,10,1/30/2018,6.20.20 AM,3715706,PRAGAT SHETKARI KENDRA,57585,21A,-96,L,12,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-8,68,497.58",,,,,8853518263,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,532,272,295,0.04268768,0.51225216
3172471429,10,1/30/2018,6.14.55 AM,3715706,PRAGAT SHETKARI KENDRA,54144,141A,-42,KG,7,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-1,19,742.96",,,,,8853518512,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,585,405,285,0.067523625,0.472665375
3172471431,10,1/30/2018,6.16.28 AM,3715706,PRAGAT SHETKARI KENDRA,54144,141A,-6,KG,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-17,106.15",,,,,8853518510,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,585,405,285,0.067523625,0.067523625
3172471433,10,1/30/2018,6.17.29 AM,3715706,PRAGAT SHETKARI KENDRA,54147,65A,-6,KG,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-16,490.51",,,,,8853518503,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,397,352,355,0.04960912,0.04960912
3172471435,10,1/30/2018,6.19.13 AM,3715706,PRAGAT SHETKARI KENDRA,54147,65A,-36,KG,6,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-98,943.05",,,,,8853518500,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,1,397,352,355,0.04960912,0.29765472
3172473110,10,02-07-2018,9.52.48 AM,3715706,PRAGAT SHETKARI KENDRA,60915,178A,-22,KG,11,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-1,04,213.82",,,,,8853601788,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,432,432,150,0.0279936,0.3079296
3172473111,10,02-07-2018,9.54.25 AM,3715706,PRAGAT SHETKARI KENDRA,54147,65A,-18,KG,3,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-44,441.57",,,,,8853582275,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,397,352,355,0.04960912,0.14882736
3172473108,10,02-07-2018,9.51.44 AM,3715706,PRAGAT SHETKARI KENDRA,55119,189A,-4,KG,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-25,115.99",,,,,8853540663,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,437,352,215,0.03307216,0.03307216
3172473623,10,02-10-2018,12.17.40 PM,3715706,PRAGAT SHETKARI KENDRA,54144,141A,-4.5,KG,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-11,523.09",,,,,8853549351,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,585,405,285,0.067523625,0.067523625
3172473627,10,02-10-2018,12.22.56 PM,3715706,PRAGAT SHETKARI KENDRA,54147,65A,-4,KG,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-9,875.91",,,,,8853538883,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,397,352,355,0.04960912,0.04960912
3172473624,10,02-10-2018,12.18.42 PM,3715706,PRAGAT SHETKARI KENDRA,54144,141A,-5.5,KG,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-14,083.78",,,,,8853550383,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,585,405,285,0.067523625,0.067523625
3172473625,10,02-10-2018,12.19.50 PM,3715706,PRAGAT SHETKARI KENDRA,54144,141A,-3.5,KG,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-8,962.40",,,,,8853584869,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,585,405,285,0.067523625,0.067523625
3172473626,10,02-10-2018,12.21.00 PM,3715706,PRAGAT SHETKARI KENDRA,60916,148A,-4,KG,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-18,379.53",,,,,8853601788,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,437,352,215,0.03307216,0.03307216
3172473651,10,02-12-2018,7.18.03 AM,3715706,PRAGAT SHETKARI KENDRA,57587,23A,-8,L,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-78,459.03",,,,,8853517627,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,357,287,355,0.036372945,0.036372945
3172473654,10,02-12-2018,7.22.25 AM,3715706,PRAGAT SHETKARI KENDRA,54144,141A,-2,KG,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-5,702.04",,,,,8853518512,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,585,405,285,0.067523625,0.067523625
3172474180,10,2/15/2018,8.38.21 AM,3715706,PRAGAT SHETKARI KENDRA,33502,164A,-10,L,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089290,"-12,828.71",,,,,8853650155,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,347,267,320,0.02964768,0.02964768
3172474183,10,2/15/2018,8.41.45 AM,3715706,PRAGAT SHETKARI KENDRA,33504,179A,-10,L,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089290,"-12,469.10",,,,,8853590562,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,397,307,225,0.027422775,0.027422775
3172474181,10,2/15/2018,8.39.20 AM,3715706,PRAGAT SHETKARI KENDRA,33502,164A,-10,L,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089290,"-12,988.24",,,,,8853561812,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,347,267,320,0.02964768,0.02964768
3172474182,10,2/15/2018,8.40.33 AM,3715706,PRAGAT SHETKARI KENDRA,33501,165A,-10,L,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089290,"-12,259.97",,,,,8853577313,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,467,187,275,0.024015475,0.024015475
3172474186,10,2/15/2018,8.45.37 AM,3715706,PRAGAT SHETKARI KENDRA,33501,165A,-50,L,5,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089290,"-60,546.96",,,,,8853649518,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,467,187,275,0.024015475,0.120077375
3172474186,20,2/15/2018,8.45.37 AM,3715706,PRAGAT SHETKARI KENDRA,33504,179A,-100,L,10,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089290,"-1,24,691.07",,,,,8853649518,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,397,307,225,0.027422775,0.27422775
3172474184,10,2/15/2018,8.43.09 AM,3715706,PRAGAT SHETKARI KENDRA,33504,179A,-20,L,2,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089290,"-24,938.22",,,,,8853613069,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,397,307,225,0.027422775,0.05484555
3172474175,10,2/15/2018,8.20.47 AM,3715706,PRAGAT SHETKARI KENDRA,33504,179A,-10,L,1,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089290,"-12,624.16",,,,,8853566588,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,397,307,225,0.027422775,0.027422775
3172475466,10,2/24/2018,9.39.55 AM,3715706,PRAGAT SHETKARI KENDRA,54567,143A,-20,L,2,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089290,"-43,553.68",,,,,8853613060,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,357,287,355,0.036372945,0.07274589
3172475469,10,2/24/2018,9.42.20 AM,3715706,PRAGAT SHETKARI KENDRA,22747,133A,-24,KG,6,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-83,337.11",,,,,8853575816,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,552,462,240,0.06120576,0.36723456
3172475471,10,2/24/2018,9.43.09 AM,3715706,PRAGAT SHETKARI KENDRA,22747,133A,-12,KG,3,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-41,668.56",,,,,8853573851,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,552,462,240,0.06120576,0.18361728
3172475468,10,2/24/2018,9.41.05 AM,3715706,PRAGAT SHETKARI KENDRA,22747,133A,-28,KG,7,ZY61,4704,Maharashtra Central,MH,27AADFP0261B1ZT,Return credit note,38089199,"-97,226.63",,,,,8853577322,Syngenta India Ltd - Akola,JALNA,431203,,,,,0,,,,,2,552,462,240,0.06120576,0.42844032
